20,20
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259
259,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,259
259,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,259
259,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,259
259,-1,-1,-1,-1,-1,-1,-1,260,260,260,260,260,260,260,260,-1,-1,-1,259
259,-1,-1,-1,-1,-1,-1,-1,260,-1,-1,-1,-1,-1,-1,260,-1,-1,-1,259
259,-1,-1,-1,-1,-1,-1,-1,260,-1,768,-1,-1,-1,-1,260,-1,-1,-1,259
259,-1,-1,-1,260,260,260,260,260,-1,-1,-1,-1,-1,-1,260,-1,-1,-1,259
259,-1,-1,-1,260,-1,-1,-1,-1,-1,-1,256,-1,513,-1,260,-1,-1,-1,259
259,-1,-1,-1,260,-1,1,-1,-1,257,-1,-1,-1,-1,-1,260,-1,-1,-1,259
259,-1,-1,-1,260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,260,-1,-1,-1,259
259,-1,-1,-1,260,260,260,260,260,260,260,260,260,260,260,260,-1,-1,-1,259
259,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,259
259,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,259
259,-1,-1,-1,-1,-1,-1,768,-1,-1,-1,-1,-1,-1,768,-1,-1,-1,-1,259
259,-1,-1,-1,-1,-1,-1,512,-1,-1,-1,-1,-1,-1,515,-1,-1,-1,-1,259
259,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,259
259,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,259
259,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,259
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259
