20,20
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259
259,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,259
259,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,259
259,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,260,260,260,260,260,-1,-1,-1,259
259,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,260,-1,-1,-1,260,-1,-1,-1,259
259,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,260,-1,257,-1,260,-1,-1,-1,259
259,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,260,-1,-1,-1,260,-1,-1,-1,259
259,-1,-1,-1,260,260,260,260,260,260,260,260,260,260,260,260,-1,-1,-1,259
259,-1,-1,-1,260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,260,-1,-1,-1,259
259,-1,-1,-1,260,-1,4,768,515,-1,-1,-1,-1,-1,-1,260,-1,-1,-1,259
259,-1,-1,-1,260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,260,-1,-1,-1,259
259,-1,-1,-1,260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,260,-1,-1,-1,259
259,-1,-1,-1,260,-1,-1,-1,-1,-1,-1,256,-1,-1,-1,260,-1,-1,-1,259
259,-1,-1,-1,260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,260,-1,-1,-1,259
259,-1,-1,-1,260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,260,-1,-1,-1,259
259,-1,-1,-1,260,260,260,260,260,260,260,260,260,260,260,260,-1,-1,-1,259
259,-1,-1,-1,-1,0,768,512,-1,-1,-1,-1,-1,1,768,513,-1,-1,-1,259
259,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,259
259,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,259
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259
